iter	MAE
0	0.0406705642
1	0.03894018251
2	0.03736970397
3	0.03603442354
4	0.03477122842
5	0.03336318902
6	0.03202036175
7	0.03079168626
8	0.0296772462
9	0.02867215004
10	0.0276578688
11	0.02667466405
12	0.02595042593
13	0.02519971268
14	0.02435145898
15	0.02337497547
16	0.02264883144
17	0.02174081859
18	0.02093880165
19	0.02021238524
20	0.01943947646
21	0.01872022429
22	0.01800147283
23	0.01740826785
24	0.01682531091
25	0.01629211478
26	0.0157953212
27	0.01532426439
28	0.01488269862
29	0.01446935151
30	0.01408825384
31	0.01372498755
32	0.01339785331
33	0.0130877278
34	0.01278795326
35	0.01249184503
36	0.0121861377
37	0.01191325916
38	0.0116641484
39	0.01139004185
40	0.01112959224
41	0.01089554311
42	0.01072539494
43	0.01056003396
44	0.01036626703
45	0.01018380351
46	0.01001531475
47	0.009858555755
48	0.009707939907
49	0.009611169159
50	0.009517877414
51	0.00939495256
52	0.009286700103
53	0.009205529204
54	0.009133917675
55	0.009065526116
56	0.008999293358
57	0.008902852456
58	0.008847306477
59	0.008767319288
60	0.008695984243
61	0.00861185843
62	0.008548470698
63	0.008480919535
64	0.008413995654
65	0.008348188829
66	0.008300766751
67	0.008244260522
68	0.008181822569
69	0.008146002885
70	0.00811232665
71	0.00808025447
72	0.008049810076
73	0.00802776891
74	0.007975208173
75	0.007941979725
76	0.007894222982
77	0.007847438347
78	0.007807272609
79	0.007766881812
80	0.007748613934
81	0.007715557273
82	0.007681845147
83	0.007645682685
84	0.007625250008
85	0.007617869091
86	0.007598288981
87	0.007570617392
88	0.007553516147
89	0.007527621105
90	0.00750496749
91	0.007490767699
92	0.007469485859
93	0.007450242637
94	0.007433970535
95	0.007422833634
96	0.007404236727
97	0.007389040789
98	0.007372774402
99	0.007355799502
100	0.007342050512
101	0.007330486498
102	0.007318719346
103	0.007307325491
104	0.007297389422
105	0.007288313567
106	0.007279249215
107	0.007271306008
108	0.007267184057
109	0.007259474982
110	0.007251356077
111	0.007245481728
112	0.007240584297
113	0.007238003794
114	0.007232553706
115	0.007227589018
116	0.007224925088
117	0.007223314679
118	0.007218152951
119	0.007214189355
120	0.007209365043
121	0.007204798916
122	0.007201354712
123	0.007197735365
124	0.0071964892
125	0.007193953507
126	0.007190157368
127	0.007186541682
128	0.007183471789
129	0.007180667947
130	0.007177876679
131	0.007174923274
132	0.007173032654
133	0.007171004894
134	0.007168843585
135	0.007167268915
136	0.007165677178
137	0.007164096978
138	0.007162664345
139	0.007161210983
140	0.00716021343
141	0.007159121649
142	0.007158114896
143	0.007156874158
144	0.007155235792
145	0.007154434257
146	0.00715314524
147	0.007152076904
148	0.007151531076
149	0.007150739001
150	0.007149132771
151	0.007148318043
152	0.007147049825
153	0.007146050315
154	0.007144948105
155	0.007143975643
156	0.007142634863
157	0.007141089325
158	0.007139766229
159	0.007138550273
160	0.007137440778
161	0.007136615007
162	0.007135898839
163	0.00713510057
164	0.007134523552
165	0.007133448058
166	0.007132891898
167	0.007131823274
168	0.007130985907
169	0.007130697933
170	0.007129054847
171	0.007128286811
172	0.007127181184
173	0.007126821595
174	0.007126307655
175	0.007125750472
176	0.007124906742
177	0.007123928785
178	0.007123732781
179	0.007122915293
180	0.007121751392
181	0.007120820008
182	0.007120454292
183	0.007119650582
184	0.007119146938
185	0.007118315113
186	0.007117641224
187	0.007117065223
188	0.007116615143
189	0.007115649682
190	0.007115185234
191	0.007114086595
192	0.007113278998
193	0.007112836672
194	0.007112447358
195	0.007111739229
196	0.007111578761
197	0.007111242518
198	0.00711084236
199	0.007110221096
200	0.007109406164
201	0.007109009671
202	0.007108210203
203	0.007107747881
204	0.007107228112
205	0.007106595014
206	0.007106107973
207	0.00710571199
208	0.007105362284
209	0.007104953978
210	0.007104295624
211	0.007103726183
212	0.007103220336
213	0.007102609822
214	0.007102312536
215	0.007101827249
216	0.007101372497
217	0.007101022018
218	0.00710042996
219	0.007100095269
220	0.007099119618
221	0.007098342692
222	0.007097679156
223	0.007097071175
224	0.007096341452
225	0.007095802477
226	0.007095329076
227	0.007094459561
228	0.00709369629
229	0.007093181344
230	0.007092747945
231	0.007092339933
232	0.007091802787
233	0.007091311498
234	0.007091005861
235	0.007090490402
236	0.007090217597
237	0.007089683143
238	0.007089002718
239	0.007087955105
240	0.007087047605
241	0.00708645061
242	0.007085837506
243	0.007084736933
244	0.007084155425
245	0.007083258793
246	0.007082702756
247	0.00708229089
248	0.007082007335
249	0.007081106048
250	0.00708078716
251	0.007079895337
252	0.007079541533
253	0.007078534589
254	0.007077976635
255	0.007077488013
256	0.007076404855
257	0.007075548651
258	0.007074980881
259	0.007074587735
260	0.007074102131
261	0.007073507786
262	0.007073103714
263	0.007071951318
264	0.007071315634
265	0.007070713279
266	0.007070507075
267	0.007070246206
268	0.007069644567
269	0.007069151594
270	0.007068248999
271	0.007067579128
272	0.007066967004
273	0.007066513202
274	0.007065662656
275	0.007065295154
276	0.007064753825
277	0.007063599576
278	0.007063319696
279	0.007062884667
280	0.007062420621
281	0.007061923163
282	0.007061321343
283	0.007060927897
284	0.007060107137
285	0.007059501489
286	0.007059229369
287	0.007059067294
288	0.007058626587
289	0.007058214677
290	0.007057950396
291	0.007057620665
292	0.007057023238
293	0.007056137059
294	0.007055368
295	0.00705507036
296	0.007054806147
297	0.007054343091
298	0.007053998585
299	0.007053276516
300	0.007052672302
301	0.007052244103
302	0.007051553475
303	0.007051146877
304	0.007050667606
305	0.007050401755
306	0.007049835235
307	0.007048739962
308	0.007047964563
309	0.007047690982
310	0.007047184688
311	0.007046899603
312	0.007045905284
313	0.007045097352
314	0.007044622693
315	0.007044153742
316	0.007043912622
317	0.007043047155
318	0.007042850768
319	0.007042256278
320	0.007042021062
321	0.007041377637
322	0.007041099384
323	0.007040510987
324	0.007040004863
325	0.00703945598
326	0.007038911229
327	0.007038674043
328	0.007038280399
329	0.00703781512
330	0.007036855019
331	0.007035708319
332	0.00703521143
333	0.007034609396
334	0.007034193185
335	0.007033817548
336	0.007033245254
337	0.007032810687
338	0.007032284753
339	0.007031938985
340	0.00703156906
341	0.007031170803
342	0.007030782246
343	0.007030447806
344	0.007029954303
345	0.007029727644
346	0.007028851207
347	0.007028343502
348	0.007027440625
349	0.0070271127
350	0.007026626242
351	0.007026317247
352	0.007025526038
353	0.007024108113
354	0.00702389896
355	0.007023371976
356	0.007023031577
357	0.007022740863
358	0.007022520064
359	0.007021921246
360	0.007021449461
361	0.007021096352
362	0.007020759903
363	0.007019895493
364	0.007019520725
365	0.007019254356
366	0.007018589661
367	0.007018062772
368	0.007017830941
369	0.007017518509
370	0.007017044319
371	0.007016508043
372	0.007016120403
373	0.007015872693
374	0.007015255616
375	0.007014608352
376	0.007014272704
377	0.007013573656
378	0.007013092403
379	0.007012793655
380	0.007012282838
381	0.007012048169
382	0.007011503963
383	0.00701074984
384	0.007010357688
385	0.007009749819
386	0.007009399082
387	0.007009079481
388	0.007008563267
389	0.007007747675
390	0.007007467831
391	0.007007284581
392	0.007006914427
393	0.007006247562
394	0.007005750891
